pnl
-97.5
-61.5
-20.79
13.08
-44.26
-98.72
-106.73
-173.22
-113.54
2.47
11.72
189.49
-34.93
-58.48
-42.31
-8.35
10.95
-64.3
98.88
-58.62
119.48
-51.67
7.27
-17.29
-83.65
-210.11
14.05
62.55
125.84
-106.66
-38.25
-30.1
40.72
12.29
87.4
55.5
-102.06
-180.72
21.2
160.93
50.26
39.1
73.12
-18.3
88.46
-62.84
20.6
-34.38
77.64
-3.52
66.88
43.96
-64.12
122.06
121.67
67.27
64.01
34.46
33.89
-3.3
139.46
-66.43
-109.74
75.66
137.2
-41.54
-44.27
-125.52
265.25
-37.16
14.43
49.57
24.02
16.31
-74.79
11.52
1.77
-37.92
48.54
60.88
-0.35
100.06
108.11
49.52
-174.03
74.03
-132.98
-47.99
5.12
-176.69
-75.71
72.29
-148.65
-81.22
-78.79
40.5
-124.82
2.95
-7.44
2.74
84.7
23.36
38.67
23.62
134.19
-54.96
137.67
-1.15
113.69
-58
-14.08
90.89
33.33
-70.61
23.42
-43.76
-36.75
17.59
-66.91
97.86
-99.16
-36.88
78.19
74.53
132.61
-25.73
-17.48
-63.55
-10.32
37.47
-67.57
153.28
-207.47
-49.87
-25.57
-41.99
75.59
-69.2
-116.55
-107.56
49.62
172.94
102.77
70.54
-111.43
54.14
35.81
-145.13
-233.6
62.14
34.12
-80.03
-81.76
37.1
-78.38
-47.14
-17.76
-61.07
-16.25
-91.36
289.17
-104.34
6.16
-12.81
66.22
151.91
2.73
159.16
156.23
36.1
15.92
-91.09
-154.09
12.49
-113.97
97.73
-39.82
-116.98
137.27
-42.36
-69.87
149.02
1.36
-105.99
-48.33
165.91
37.59
22.19
36.9
-169.63
-36.93
-60.29
8.47
32
15.52
-69.61
-115.28
84.12
-41.48
-232.81
18.79
-89.29
72.37
8.91
28.86
91.88
-184.4
-187.28
27.46
-76.38
65.1
-93.22
69.78
58.12
-71.67
252.88
45.35
31.4
-22.61
-105.55
-22.94
46.64
52.95
101.69
128.8
1.61
105.18
194.63
219.16
-24.11
27.03
-89.79
-49.36
-242.13
50.22
210.98
171.17
60.49
-32.41
92.83
-115.23
103.34
-52.51
-71.25
228.26
-17.35
37.66
119.79
50.12
110.72
-47.14
-82.45
3.9
-135.66
6.88
-153.71
-12.61
136.86
-89.19
-44.26
