pnl
85.89
-99.17
86.92
-232.51
-232.53
-106.88
-71.15
-9.07
218.04
119.4
-186.4
-96.14
-228.83
-165.99
121.76
-0.28
365.89
186.93
73.56
88.22
139.74
144.98
-167.62
262.85
-80.21
-292.8
350.74
-34.45
180.72
-191.98
17.13
40.74
-106.54
29.58
70.36
-129.28
-53.28
22.52
-97.7
372.08
299.57
-52.83
132.25
-53.48
-119.35
-244.57
-127.07
3.38
-77.39
-129.31
55.14
110.78
-72.25
31.12
75.21
27.67
-391.77
-182.58
258.86
-98.41
108.31
-2.26
-139.44
71.54
-73.41
276.77
-352.73
-230.67
-140.46
93.86
-102.33
-97.65
-89.46
-35.68
15.49
-42.54
198.79
-56.83
21.81
-13.06
-145.21
-9.02
5.26
-51.78
-4.75
39.61
-56.17
-5.39
-95.51
-44.48
-13.78
-313.14
58.01
-82.34
75.59
180.39
37.09
-163.31
55.13
-251.25
108.02
-116.93
44.39
-235.22
16.12
-192.94
-50.59
-10.67
32.08
180.83
139.65
208
-80.18
66.59
-121.06
-7.86
28.47
137.27
48.22
-87.95
57.19
61.28
275.65
-299.74
-96.16
-163.95
-119.52
52
39.97
-293.67
21.4
476.67
-63.17
-100.2
9.91
-99.79
90.43
-218.11
-102.03
-227.28
3.89
148.03
-92.57
118.48
-89.34
-85.37
185.91
-33.73
-82.62
-26.86
143.83
156.02
7.84
-62.48
-232.08
-229.74
-122.07
-84.81
-135.69
-96.96
124.52
-247.8
-99.86
6.79
-140.29
-33.29
445.8
141.85
-145.16
-107.19
30.39
122.73
291.23
150.21
25.07
334.16
117.94
117
35.28
-129.86
-207.51
30.94
-97.89
40.14
-76.73
-53.02
-154.78
-50.11
-70.16
148.28
34.38
94.27
233.01
51.25
2.87
-6.13
-305.11
-36.15
-133.35
-119.24
-356.1
162.51
-348.93
18.26
94.14
-63.15
-166.7
-72.66
-214.39
-108.06
-210.18
-101.33
56.69
-77.46
20.8
184.24
-275.77
-34.69
-43.01
142.97
-119.87
-112.13
-27.69
78.04
82.34
283.29
-52.6
149.19
83.83
-179.57
195.03
153.29
170.06
190.56
-5.19
144.25
87.04
-136.29
84.07
21.43
82.83
-120.02
309.11
-77.77
71.07
63.39
-41.68
72.44
-163.35
-56.18
151.37
-15.44
-185.93
248.63
-39.34
74.32
13.82
-267.25
-50.1
48.39
